id,firstName,lastName,address,city,state,zip,phone,sex,birthDate,stat,mood,charge
158,Gerad,Cheetam,4349 Apple Blvd.,Leland,MI,49654,313-556-8682,0,1951-10-14,34.48900116272476,pious,RAPE THREAT OF FORCIBLE COMPULSION
159,Divya,Lygoe,7550 Elm Blvd,Delta,AL,36258,205-349-3584,1,1972-10-15,69.6552613992508,molested,POSS RED PHOS ETC W INTENT TO MANU CONT SUBS
160,Shiree,Geater,6864 Apple Road,Questa,NM,87556,575-010-0595,1,1977-12-12,26.77909691161809,irritated,USES INCAPACITATION DEVICE
161,Dusten,Thwaites,P.O. Box 5072,Minneapolis,MN,55430,507-298-9329,0,1964-10-27,17.778857980458795,indifferent,UNLAW LISTEN DELIBERATIONS JURY
162,Basilio,Chansonnau,P.O. Box 1740,Emmaus,PA,18098,814-320-6638,0,1988-05-30,60.02184648778261,reconciled,PUBLIC INDECENCY
163,Maxwell,Liccardi,9598 Olive St,Hoagland,IN,46745,219-873-8473,0,1993-08-18,37.68068985808203,quixotic,SALE OF FIREARMS CRIMINALLY LIABLE
164,Marysa,Peer,9023 Fir St.,Clinton,WA,98236,360-441-3438,1,1993-12-06,98.51468160361294,hostile,DR W BL ALC LEV 10 OR > W IN 3 HRS
165,Anjuli,Exroll,1801 Sassafras Ln.,Conestee,SC,29636,854-064-6572,1,1985-05-22,79.15374629126106,devoted,USE OF SCHOOL BUS SCHOOL VEH PLATES
166,Amelie,Heimes,3665 Gum Ln,Pleasantville,NJ,08232,908-582-1282,1,1953-07-18,29.119967384166443,patronizing,EXCEED MAX SPEED LIM ESTB BY 21 MPH
167,Nayely,Daverin,7572 Holly Ave.,Weldon,IA,50264,319-201-0052,1,1953-08-16,72.32011931599047,passionate,EXCEED MAX SPEED ESTB BY 1 15 MPH
168,Hendrik,Govan,7492 Alder Rd,Boles,IL,62909,779-921-4074,0,1972-06-03,89.22376742273559,humiliated,CARRYING OF KNIVES
169,Horatio,Smellie,5172 Willow Avenue,West Davenport,NY,13860,347-894-2654,0,1953-05-21,43.2757999388158,tough,DISORDER CONDUCT OBSCENE LANG GEST
170,Henya,Fowlston,3412 Spruce Court,Mobile,AL,36612,334-943-9342,1,1957-04-14,72.35492122394558,sinful,FAIL TO REPORT INJURIES BY FIREARM
171,Taje,Heffernon,5575 Magnolia Blvd.,Raritan,NJ,08869,856-407-8722,1,1952-12-13,64.33000265251064,obvious,UNLAWFUL CONDUCT CONDUCT DRILLING ACTIVITIES
172,Teah,Scurry,4338 Beech Ln,Cedar Bluffs,NE,68015,402-705-4271,1,1971-04-19,89.32543434522776,interrogated,DISORDERLY CONDUCT RESIST POLICE
173,Sharmaine,Naylor,4702 Yellowwood Lane,Garden City,IA,50102,319-411-4968,1,1974-04-12,73.50165819213453,repressed,SUSPENSION OF REGISTRATION
174,Edrick,Itzkin,275 Birch Ct,Roaring Gap,NC,28668,252-004-8508,0,1966-06-08,87.08078446538732,bitchy,PARKS REGULATIONS
175,Abrielle,Brimm,7838 Sumac Court,Russellville,AL,35653,334-930-1099,1,1985-11-16,19.700292748392215,apologetic,HARBOR DANGEROUS DOG KILL INJURES DOMESTIC ANIMAL
176,Sissy,Gorelli,1895 Beech Road,Bonnots Mill,MO,65016,660-911-4659,1,1968-07-10,34.28248250628756,bad,ILLEGAL FOR MINOR TO CONSUME UNREGULATED ALCOHOL
177,Janai,Gebuhr,3631 Elm Rd.,Amarillo,TX,79101,210-705-8220,1,1959-06-06,24.53171434673873,awestruck,EXCEED 35 MPH IN URBAN DIST 65 MPH
178,Emina,Sukbhans,2627 Sumac Ave,Phillips,WI,54555,414-947-5871,1,1968-09-19,68.1732345703723,dorky,PERSON INELIGIBLE FOR LIC
179,Marisella,Plevey,3423 Larch St.,New Raymer,CO,80742,719-311-7079,1,1979-11-29,80.40963385156188,late,EXCEED 35 MPH IN URBAN DIST BY 13 MPH
180,Margaretmary,Charnick,6321 Elderberry St,Topmost,KY,41862,364-888-6170,1,1988-02-23,10.930898465326605,fantastic,CHANGE EMISSIONS CONTROL
181,Gaston,Stallworth,6155 Willow St.,Harrah,WA,98933,509-855-4452,0,1997-07-27,39.792159329626884,ridicule,EXCEED 65 MPH FOR ALL VEHICLES BY 55 MPH
182,Akeema,Haward,3962 Plum Rd,Orlando,FL,32816,407-267-2824,1,1986-10-21,23.502455050388598,enthusiastic,EXCEED 55 MPH IN OTHER LOCATION BY 79 MPH
183,Apollo,Casswell,P.O. Box 4230,Thornville,OH,43076,216-417-4725,0,1958-12-08,70.54519317605366,alert,DRIVE WRONG WAY
184,Pasqualina,Coskerry,4202 Peach Rd.,Naples,TX,75568,469-581-7350,1,1997-12-10,83.26739870276623,liable,DISCHARGING FIREARM AIRGUN
185,Pegeen,McNabb,6418 Larch Blvd,North Clarendon,VT,05759,802-936-3542,1,1995-12-16,10.753698525683044,interested,REPORTS OF ABANDONED VEHICLES
186,Krishna,Muzzullo,4447 Fir Street,Arcadia,OH,44804,937-582-1493,1,1994-03-05,13.549788323728325,grieving,AGGRAV INDEC ASSLT MENTAL DEFECT
187,Devra,Ashmore,855 Gum Ave.,Hastings,IA,51540,515-746-7140,1,1957-03-05,74.3909948717479,innovative,THEFT BY UNLAW TAKING IMMOVABLE PROP
188,Jack,Pontefract,22 Sassafras Ct.,Preston,MN,55965,612-656-4986,0,1959-07-30,34.03628193303396,unfriendly,VIOLATE RULES AND REGULATIONS WHILE TRESPASSING
189,Jamie,Cattemull,1697 Cedar Blvd,El Paso,TX,88512,972-315-6050,1,1967-11-30,89.13618774718087,renewed,SOLICITING FOR NONEXISTENT ENTITY
190,Melisa,Garwood,6749 Spruce Circle,Leonore,IL,61332,331-456-7222,1,1960-04-16,97.48527348021133,trusted,ISSUING A FALSE TAX REPORT
191,Queena,Ebbetts,3287 Beech St.,Hollansburg,OH,45332,216-874-1788,1,1996-03-02,54.74844981996991,mystified,EXCEED SPEED LIM SCHOOL ZONE BY 23 MPH
192,Wilson,Annon,6129 Alder Rd,Decatur,GA,30036,706-089-2963,0,1989-01-27,96.90790521996517,humiliated,DUI CONT SUBS COMB ALC DRUG 2ND OFF
193,Montgomery,Cage,1651 Cherry Way,Syracuse,IN,46567,765-126-6635,0,1955-01-17,31.35799137254355,critical,PROHIBITED ACTS USE NAME W O CONSENT
194,Stedman,Gjerde,8107 Tupelo Ln,Timber,OR,97144,541-325-7397,0,1997-12-16,51.12893209916604,childish,EXCEED 25 MPH RESIDENCE DIST BY 42 MPH
195,Alban,Munro,P.O. Box 9890,Fresno,CA,93771,760-999-6829,0,1966-10-17,97.97774051438326,giddy,DISCHARGING FIREARMS WITHIN CITY LIMITS
196,Bridgit,Dohmann,8838 Juniper Lane,Fort Myers,FL,33965,727-370-6044,1,1984-11-02,84.30046720007616,grateful,CRIMINAL HOMICIDE CLASSIFICATION
197,Ericka,Stollmeyer,4469 Pear St,Westwood,MA,02090,774-749-1667,1,1982-09-09,65.34503140455277,competitive,INFLICTS SEVERE HARM TO HUMAN BEING WITHOUT PROVOCATION ON PUBLIC OR PRIVA
198,Ivet,Reis,5969 Oak Ave,Valley Forge,PA,19484,484-209-3802,1,1980-07-07,91.43076548330113,discontent,DUTY OF DRIVER IN EMERGENCY RESPONSE AREAS IF PASS IN NONADJACENT LANE I
199,Kiyomi,Screen,5947 Beech St.,Earth City,MO,63045,314-979-4094,1,1959-02-27,11.113048159564014,frightened,IMPROP USE OF LEARNER S PERMIT
200,Ronnetta,Baccup,5553 Tupelo Ln,Pine Grove,WV,26419,681-743-9999,1,1980-04-30,41.31041370965063,self-reliant,SEXUAL EXPLOITATION OF CHILDREN OFFENSE DEFINED
201,Daryl,Scotchmor,7672 Elm Blvd.,Vassalboro,ME,04989,207-535-7853,0,1956-12-31,65.17406711192629,receptive,EXCEED MAX SPEED ESTB BY 1 15 MPH
202,Saajida,Kilshall,2299 Cedar Avenue,New York,NY,10156,838-238-3765,1,1985-09-09,44.09604194022908,talented,LICENSE EXPIRED
203,Robynne,Rogger,9108 Ash Street,Sheppard Afb,TX,76311,682-692-9096,1,1952-08-25,72.75927484229982,ditzy,IDSI VICTIM LESS THAN 16 YO
204,Sharece,Keely,8255 Ash Circle,Charlotte,NC,28247,919-277-8513,1,1985-02-04,14.014350769131468,rotten,SELL NONCONT SUBS SIMILAR TO CONT SUBST
205,Elimelech,Paddle,5887 Peach Ct.,Greensboro,NC,27420,919-695-3723,0,1982-02-17,25.028818070996486,control,UNNECESSARY NOISE
206,Ramell,Cissell,4577 Plum St.,Lebanon,GA,30146,762-889-7814,0,1973-01-25,98.4125293482058,condemned,EXCEED SPEED LIMIT BY 19 MPH
207,Katheryn,Lipprose,7393 Crabapple Ct.,Idledale,CO,80453,303-419-6054,1,1982-05-25,24.023884384246095,regretful,EXCEED 65 MPH FOR ALL VEHICLES BY 43 MPH
208,Yamel,McCulloch,2876 Ash Rd,Fillmore,CA,93015,760-973-7252,1,1962-09-04,84.98886102045996,painful,HARASSMENT PHYSICALLY STRIKE KICK ETC
209,Marna,Mairs,5049 Pear Ln.,Maxatawny,PA,19538,724-514-6392,1,1972-10-03,83.53041131484673,weary,REGIST CARD NOT SIGNED
210,Coleton,Cobbing,7979 Cypress Ave,West Green,GA,31567,470-746-9536,0,1991-08-28,94.93735505914171,sardonic,RIDE BIKE IMPROPERLY
211,Awet,Muge,4151 Locust Lane,Hot Springs Village,AR,71910,479-297-7716,0,1965-01-16,21.437918574833144,needed,EMISSION INSPECTION DEADLINE
212,Kevan,Custard,834 Fir Circle,Lexington,VA,24450,571-214-8927,0,1990-10-29,37.06741308720268,burdened,SPEEDING ON HAZARDOUS GRADES
213,Vivi,Harvison,354 Alder Rd,Elm City,NC,27822,919-203-6643,1,1980-09-13,88.2133286365311,perky,NOISE DISTURBANCE
214,Ankit,Newbigging,3997 Holly Avenue,Sacramento,CA,94261,209-351-9187,0,1958-04-24,69.52749153730596,gullible,EXCEED POSTED SPEED BRIDGE BY 15 MPH
215,Frances,Colquhoun,9659 Hickory Ct.,Abita Springs,LA,70420,985-285-1092,1,1975-04-16,57.02928773791018,vicious,CRIMINAL TRESPASS SIMPLE TRESPASSER
216,Jocelyne,Godbold,4406 Spruce Boulevard,Joshua,TX,76058,682-655-2513,1,1957-04-16,64.39059916107512,informed,COMPLIANCE WITH POLICE ORDER
217,Paulino,Izakov,2549 Holly Ave.,Gustine,TX,76455,409-389-5775,0,1980-04-20,28.38630099865128,stretched,EXCEED 25 MPH RESIDENCE DIST BY 1 MPH
218,Kendarious,Adamovsky,8613 Birch Ln.,Foley,MO,63347,816-005-5135,0,1984-10-09,11.003172989054907,blue,MAKE FALSE APPLI FOR TITLE REG
219,Tambra,Atwill,8763 Walnut Ln,Skippers,VA,23879,804-415-3262,1,1958-01-08,39.26888409211605,interested,BICYCLES TO BE LICENSED AND TAGGED
220,Barak,Pierri,9641 Beech St.,West Richland,WA,99353,425-667-8874,0,1963-08-29,91.52155782783736,intimidated,EXCEED 65 MPH FOR ALL VEHICLES BY 52 MPH
221,Julietta,Voules,3191 Plum Court,Greentown,IN,46936,812-318-8459,1,1988-02-13,23.21048724840069,complacent,DISREGARD CAUTION SIGNAL
222,Tiwana,Evenett,3236 Olive Street,Northway,AK,99764,907-056-1510,1,1997-07-01,98.83134626255588,skeptical,OPEN CONTAINER IN PUBLIC
223,Crespin,Liggens,9592 Beech Ave,Mayfield,NY,12117,929-205-0071,0,1976-04-11,68.83143350463794,mournful,UNLAWFUL CONDUCT
224,Lori,Crawcour,7872 Willow Ave.,Hydro,OK,73048,405-974-9129,1,1964-02-13,65.5586593969355,ornery,EXCEED 65 MPH FOR ALL VEHICLES BY 11 MPH
225,Madalena,Hugonin,7677 Cherry Blvd.,Everton,AR,72633,501-961-6235,1,1953-04-26,85.11358901820098,impressed,FALSE STATEMENT OR CONCEAL FACTS
226,Fabricio,Ellis,P.O. Box 3397,Atlanta,LA,71404,985-251-3850,0,1973-12-14,99.70270976702685,thrilled,DUI INDIVIDUAL UNDER ALCOHOL AND DRUGS 3RD OFFENSE
227,Emmalee,Callen,7107 Poplar Boulevard,Strathmere,NJ,08248,201-839-6277,1,1993-05-21,65.46936633922677,different,WASHING VEHICLE TITLES
228,Cj,Giocannoni,2538 Chestnut Lane,Wilsey,KS,66873,316-053-0341,0,1959-05-04,81.92218596644996,wealthy,DISORDERLY CONDUCT
229,Mckelle,Wilkinson,2673 Ash Court,Anchorage,AK,99522,907-772-9900,1,1971-02-04,46.72053174211769,charmed,ILLEGAL PARK STREET EXCAVATION
230,Saadia,Stein,1409 Poplar Rd.,Danville,CA,94526,310-688-7625,1,1953-02-05,98.81583146100867,nervous,ILLEGAL PARK ON BRIDGE TUNNEL
231,Wallis,Stepto,1433 Cherry Blvd,Fishers Landing,NY,13641,914-286-1063,1,1981-04-12,14.85084021735485,flustered,DUI SCHOOL VEHICLE BAC 02 1ST OFFENSE
232,Winfield,Ipwell,1491 Larch Ct,Alcoa,TN,37701,423-202-9585,0,1985-10-25,91.37918192323882,let,NO SIGNAL LAMPS
233,Tremeka,O'Bradain,335 Olive Rd,Mound Valley,KS,67354,620-376-9216,1,1953-12-24,50.533806670569554,fortunate,NO COMPENSATION TO CONDUCT GAME OF CHANCE
234,Sangeeta,Coorington,P.O. Box 4112,Coralville,IA,52241,515-766-4431,1,1955-09-07,53.84640176799658,rich,LESS THAN NORMAL SPEED RIGHT LANE
235,Teryl,Meace,226 Yellowwood Street,Cumberland,RI,02864,401-168-2060,1,1960-10-14,12.773072193467964,glad,KNOW DIST SCHE I OR II CONTD SUBS
236,Fatimah,Bugge,6015 Magnolia Circle,Boys Ranch,TX,79010,214-369-7734,1,1970-01-30,11.123909246761135,belittled,LIABILITY INS FOR DANGEROUS DOG
237,Raveena,Ridoutt,6668 Tupelo Ct,Westfield,NY,14787,934-018-1958,1,1995-11-29,96.4833321466884,harmonious,PENALTY MISDEMEANOR
238,Edvin,Bromwich,P.O. Box 338,Breeding,KY,42715,606-787-1345,0,1987-04-12,40.407695541069884,tame,AGGRAVATED ASSAULT CONSP
239,Tiffiany,Wraight,6169 Elm Avenue,Mayer,MN,55360,507-278-9723,1,1992-10-07,76.92427520012835,wounded,CONCEAL DEATH OF CHILD
240,Niccole,Lawles,4708 Palm Court,Knox Dale,PA,15847,267-913-6015,1,1969-04-22,56.99960966543756,alone,LESS THAN NORMAL SPEED RIGHT LANE
241,Omair,McLise,P.O. Box 2888,Watson,IL,62473,779-128-4707,0,1984-02-13,20.64257195975686,alive,EXCEED 65 MPH FOR ALL VEHICLES BY 19 MPH
242,Brittiny,Muldrew,9583 Yellowwood Blvd.,Georgetown,ME,04548,207-907-6330,1,1955-01-28,52.54425231804409,irked,DEC BUS PRACT FALSE WEIGHT OR MEASURE
243,Bertram,Echallier,259 Plum Ave.,Akron,OH,44319,330-798-4572,0,1974-12-10,21.550330028073287,irresponsible,FAIL MANUF DISTRI TO BE LIC RGST
244,Azim,Vasenin,8592 Holly Ln,Topeka,KS,66614,785-072-0696,0,1962-04-26,84.74579018982217,interrogated,CONDUCT RELATING TO SEX OFFENDERS PROVIDES FALSE INFORMATION
245,Delaina,Jenney,5509 Tupelo Circle,San Diego,CA,92176,628-452-9033,1,1983-01-22,91.24313787600336,suicidal,ALCOHOLIC BEVERAGES
246,Quadir,Tulk,3056 Peach Lane,Naples,FL,34114,239-562-5600,0,1953-09-12,97.42198622010338,enthralled,ACCIDENTS INV CERTAIN VEHICLES TESTING REQ
247,Kassandr,Crut,2316 Locust Street,Hortonville,NY,12745,315-358-5660,1,1968-04-22,48.992997050342694,blah,EXCEED 65 MPH ON INTERSTATE BY 8 MPH
248,Katty,Bozworth,4922 Palm Ave,Kahuku,HI,96731,808-889-6588,1,1989-05-12,62.25995212956832,suffocated,RAPE UNCONSCIOUS VICTIM
249,Chimene,Trotton,7816 Poplar Way,Dennis,TX,76439,713-898-1114,1,1989-07-09,69.25175205067535,compassionate,TRANSIENT RETAIL BUSINESS LICENSE FEES
250,Collis,Knowlson,8964 Yellowwood Rd.,La Quinta,CA,92253,831-364-5005,0,1974-03-31,54.85267757966533,enchanted,UNLAW RESTRAINT INVOL SERVITUDE
251,Terre,Wennam,P.O. Box 7104,Shambaugh,IA,51651,319-832-2771,1,1997-02-27,19.408148240555164,liable,RESIST ARREST OTHER LAW ENFORCE
252,Melynda,Tearle,5941 Crabapple Ln.,Encinitas,CA,92024,760-751-0510,1,1973-11-30,41.960721683127645,forgiven,EXCEED MAX SPEED LIM ESTB BY 58 MPH
253,Larry,Howchin,3043 Sassafras Lane,Sacramento,CA,95852,530-511-3120,0,1982-02-19,41.228387305105855,burned-out,HARASSMENT BY COMMUNICATION WITHOUT LEGITIMATE INTENT LEWD OR ANONYMOUS
254,Tyriek,Camilli,8401 Redwood Rd.,Union,MO,63084,314-461-5101,0,1993-07-25,46.10429580871661,mixed,REGISTRATION W IN TEN DAYS CHANGE OF EMPLOYMENT
255,Aimme,Paullin,5699 Willow Rd.,Albuquerque,NM,87111,575-285-8085,1,1995-10-11,18.40439551480005,delicate,IND ASSLT PERSON LESS 16 YRS AGE
256,Emerson,Baline,8149 Chestnut St,Yakima,WA,98902,425-631-1054,0,1981-09-22,54.37631094763092,dismal,TELEVISION EQUIP IMPROP PLACED
257,Dariela,Kerman,9145 Sassafras Way,Brighton,IL,62012,331-757-6528,1,1955-11-12,92.36593178917538,humiliated,EXCEED MAX SPEED LIMIT ESTABLISHED BY 100 MPH
258,Filippo,Scroxton,8250 Alder Boulevard,Cowley,WY,82420,307-869-2390,0,1981-03-15,22.536385626704373,carefree,EXCEED 65 MPH FOR ALL VEHICLES BY 32 MPH
259,Shawntee,Delacourt,4624 Ash Way,Okeana,OH,45053,380-196-2248,1,1979-06-21,94.23964425600629,somber,ILLEGAL PARK ON RR TRACKS
260,Vernell,Moohan,1123 Alder St,Oxford,MA,01540,508-147-9427,0,1957-06-13,74.56435424463376,capable,PUBLIC URINATION OR DEFICATION
261,Tellis,Pepperrall,3582 Gum Street,Arlington,VA,22245,757-786-0166,0,1975-01-25,87.51241127027627,playful,ELECTIONS CASH CONTRIBUTIONS
262,Ehren,Torry,4799 Walnut Ct,Ford,VA,23850,703-558-4410,0,1952-05-01,11.306721814627291,tacky,CONTACT COMM W MINOR SEXUAL OFFENSES
263,Immanuel,Shillinglaw,6729 Redwood St,Hephzibah,GA,30815,404-381-8408,0,1972-08-12,70.26496218246521,strong,CONTROL AND PROHBITION OF SYNTHETIC CANNABIS AND OTHER SYNTHETIC DRUGS
264,Lindita,McAnulty,665 Pear Rd,Littleton,CO,80165,720-467-3384,1,1960-10-21,52.70634046686662,restricted,ALCOHOLIC BEVERAGES
265,Ranesha,Zienkiewicz,7114 Yellowwood Blvd,Grand Rapids,MI,49525,517-067-9833,1,1962-06-26,21.605467601553066,uplifted,EXCEED SPEED LIMIT IN ACTIVE WORK ZONE BY 25 MPH
266,Yakira,Cremen,2397 Fir Boulevard,Reed Point,MT,59069,406-686-8614,1,1960-10-04,92.86815527413175,evil,PARKS AND RECREATION AREA GENERAL RULES REGS
267,Adelfa,Peschke,4836 Yellowwood St.,Dameron,MD,20628,667-417-7506,1,1961-02-09,63.416379387011744,enraged,RIDE MOTORCYCLE IMPROP
268,Roisin,Chatell,9696 Hickory Boulevard,Washington,DC,20416,202-469-5483,1,1953-09-05,19.283373118090687,tough,PROMOTION OF TOUGH GUY CONTEST
269,Rileigh,Livesley,6102 Elderberry Boulevard,Keyport,WA,98345,425-186-6262,1,1977-08-20,90.35166722934261,meditative,RIOT INTENT TO PREV COERCE OFF L ACT
270,Parley,Rickersey,1915 Oak Rd,Dundee,IA,52038,563-252-0478,0,1961-05-05,35.796901525494874,distressed,SIGNAL LIGHTS
271,Shaniece,Reinhardt,9693 Holly Ln,Bound Brook,NJ,08805,862-471-7158,1,1994-12-09,65.41842504063095,uncomfortable,IND ASSLT PERSON W MENTAL DISABILITY
272,Vaneza,Sprules,P.O. Box 4419,Burnsville,MS,38833,769-828-3678,1,1956-12-09,16.80862150930184,insane,CONFINED WITHIN PREMISES OF THE OWNER
273,Keivon,Gyorgy,8026 Holly Ave,Lakeville,IN,46536,317-988-4269,0,1956-09-27,38.14617585518498,saved,DUI GEN IMP INC OF DRIVING SAFELY 3RD OFF
274,Arthur,Lucchi,8256 Pine Blvd,Armuchee,GA,30105,229-782-4329,0,1964-09-06,79.82164020919905,slandered,PRACTICING WITHOUT CERTIFICATE
275,Lauretta,Dafforne,4163 Magnolia Avenue,Merritt Island,FL,32954,941-122-6167,1,1964-10-12,45.26763537780445,interrogated,FAIL TO HAVE CERTIFIED MINER BLAST ROCK
276,Bennett,Ibbett,821 Cypress Rd.,Okauchee,WI,53069,715-208-7398,0,1995-12-13,83.06022240926409,yearning,SALE OF FIREARMS CRIMINALLY LIABLE
277,Reid,Heinschke,P.O. Box 4443,West Hickory,PA,16370,267-553-9659,0,1953-10-16,17.27227535772507,indecisive,LOITERING
278,Zavier,Szymanowicz,1902 Gum Street,Fountain Hills,AZ,85269,623-312-2218,0,1961-12-08,29.272527817821754,condemned,POSSESSION OF FIREARM PROHIBITED
279,Rashaun,Triplow,8551 Cherry Rd.,Machiasport,ME,04655,207-406-3900,0,1984-01-28,73.7712577948082,rejuvenated,WORKMANS COMPENSATION INSURANCE FRAUD
280,Allegra,Crunden,1918 Chestnut Street,East Hickory,PA,16321,412-903-8886,1,1986-01-22,36.02797225078818,shaken,NO PERSON SHALL POSSESS SELL ANY DRUG PARAPHERNALIA
281,Caresse,Ferrara,2267 Ash Blvd,Dundee,NY,14837,914-842-2923,1,1980-01-02,19.30161994890948,harmonious,FAIL TO KEEP RIGHT
282,Angeldejesus,Andriuzzi,5690 Dogwood St,Caledonia,OH,43314,380-774-8340,0,1952-12-23,23.73639942960516,interrogated,FAIL TO PAY OVER TAXES TO COMMONWEALTH
283,Dustie,Flatman,888 Juniper St.,Ossipee,NH,03864,603-843-7844,1,1951-06-14,54.73060185661022,attacked,DUI GEN IMP BAC 08 10 4TH OFF SUBSEQUENT
284,Roshawn,Philliphs,2488 Locust Ave.,Memphis,TX,79245,713-948-9785,0,1957-10-04,74.61769941113452,incensed,CIGARETTES SALES W OUT LICENSE
285,Merton,Edlin,3983 Palm Boulevard,Waukesha,WI,53188,608-006-8521,0,1992-01-20,82.05969290017467,impatient,EXCEED 35 MPH IN URBAN DIST BY 14 MPH
286,Quinn,Serman,2194 Larch Road,Richmond,VA,23218,757-825-8505,0,1958-12-18,43.36605535709245,exhausted,PARK AFTER DARK
287,Quamir,Jellis,9745 Pear Ave,Archer City,TX,76351,936-392-0024,0,1953-05-01,38.19262484525737,stupid,DEF TRES FENCED ENCLOSED
288,Josuha,Ramalho,5223 Gum St.,Weyauwega,WI,54983,414-851-8984,0,1976-08-31,56.88602956812812,teased,UNLAWFUL TO USE POSSESS CHEATING OR THIEVING DEVICE AT LICENSED FACILITY
289,Tawnia,Rhodus,5638 Peach Ln,Vance,MS,38964,662-904-9313,1,1974-04-04,50.82982085624083,defenseless,UNLAWFUL ACTIVITIES
290,Lynea,Henstridge,9005 Alder Ct,Carmel,NY,10512,718-508-6072,1,1974-10-21,20.74919936462191,involved,RIG PUBLIC EXHIB CONTEST THREATEN INJ
291,Conrado,Dallimore,3482 Olive Blvd,Paulding,MS,39348,769-139-4077,0,1981-06-05,56.116460222268195,replenished,DUI CONT SUBS COMB ALC DRUG 2ND OFF
292,Jamesia,Pendleton,9410 Fir Boulevard,Springdale,AR,72764,479-418-3972,1,1995-03-03,56.94106939621601,informed,ARSON INHABITED BUILDING OR STRUCT
293,Yuko,Kingsworth,8000 Pear Blvd,Mc Grath,AK,99627,907-365-7119,1,1959-12-15,80.49949061175403,disbelieving,DISORDERLY CONDUCT NOISE ORD
294,Montreal,Rosterne,P.O. Box 2951,Hacienda Heights,CA,91745,805-533-2814,0,1982-07-30,46.43098598679325,desperate,LIGHTS REFLECTORS REQUIRED ON BICYCLES
295,Denine,Pieterick,5492 Peach Rd.,Saginaw,MI,48603,269-267-9617,1,1960-01-02,86.91379153357403,indignant,DEPRIVE MOTORCYCLE OF LANE
296,Ji,Troyes,3038 Hawthorn Ct.,Baton Rouge,LA,70895,337-040-2990,1,1971-01-03,61.31948814479566,troubled,ALTERATION OR DESTRUCTION OF VEHICLE IDENTIFICATION NUMBER
297,Charity,Bentick,3902 Juniper Blvd,Breaux Bridge,LA,70517,985-987-8934,1,1984-04-22,61.21786529905569,heavy-hearted,VEHICLE OPERATION TO AVOID I D INSPECTION
298,Prabhjot,Ren,P.O. Box 963,Mountain View,CA,94043,213-122-5756,0,1975-06-06,73.40260825531595,interrupted,DISCHARGE OF FIREARMS
299,Joslin,Gronno,4485 Chestnut Blvd,Washingtonville,PA,17884,267-748-9382,1,1990-06-11,43.26294577216281,desired,LOITERING
300,Katharyn,Briddle,2020 Olive St.,Mayo,FL,32066,407-306-4488,1,1974-01-20,87.64935121806447,childish,POSS LIQ AMMONIA FOR PURPOSE OTHER THAN AGR IND
301,Kian,Snedker,4963 Plum Rd,Lovington,NM,88260,505-398-7784,0,1985-12-25,61.97069506744899,logical,DRIVING WHILE OPER PRIV SUSP OR REVOKED
302,Tyranika,Iacomettii,P.O. Box 7122,Chrisman,IL,61924,217-333-2896,1,1953-09-12,60.24355046703484,jumpy,FRAUD INSOLV FALSIFY WRITING PROP REC
303,Melodee,Van der Mark,149 Pine Blvd.,Pittsburg,IL,62974,217-604-1230,1,1995-08-15,95.64116365469728,caring,ISSUANCE CERTIFICATE OF INSPEC REQUIREMENTS
304,Dejohn,MacCaull,4044 Poplar Boulevard,Mount Hope,AL,35651,938-947-1223,0,1955-02-11,34.151351896639696,pestered,INTIMIDATION OF WITNESS OR VICTIMS
305,Shyhiem,Schutt,6292 Peach Blvd.,Saginaw,MI,48604,248-449-4006,0,1953-12-05,13.334286294060348,foolish,PARK HOURS OF OPERATION BORO OF PERKASIE
306,Shiri,Luter,1759 Maple Blvd.,Silver Creek,NY,14136,518-615-9984,1,1986-10-28,94.07859407948091,haunting,ADULTERATION OR MISBRANDING OF ANY CONTROLLED SUBSTANCE
307,Baruch,Matura,1719 Spruce Blvd.,Fraser,MI,48026,810-901-9332,0,1962-07-05,82.60123621676097,victorious,USE OF RADIO
308,Davonn,Brind,775 Ash Blvd.,Morrisville,VT,05661,802-386-0726,0,1950-03-15,92.01413012429519,incensed,DUI HIGH RTE OF ALC BAC 10 16 2ND OFF
309,Zulay,Hugonin,1182 Apple Rd.,Paterson,NJ,07544,908-549-8174,1,1953-07-21,91.0152616684137,great,PERIOD FOR REQUIRING LIGHTED LAMPS
310,Marilena,Fowkes,9636 Sumac Blvd,Pascagoula,MS,39569,662-442-9382,1,1960-01-16,47.460420887334166,fearful,PROHIBITED ACT DEFACE AND MISUSE COUNTY
311,Eriana,Soutar,2502 Linden Circle,Lancaster,KY,40446,606-233-9028,1,1991-08-24,86.72523405434444,obeyed,ALCHOLIC BEVERAGE IN RECREATIONAL AREA
312,Vahe,Scandroot,493 Maple Court,Lake Norden,SD,57248,605-254-0439,0,1989-01-15,73.2674128980913,disgraced,THEFT EXTORT EXPOSE SECRET
313,Chevy,Bellin,8200 Hawthorn Blvd,Fairburn,SD,57738,605-168-7174,0,1965-08-26,96.50924976196634,discarded,PROHIBITIONS SUSPENDED PRIVILEGE
314,Morgann,Kamiyama,8475 Elderberry Ln,Kewanee,MO,63860,816-471-9465,1,1991-09-13,78.50808248337323,didactic,INVASION OF PRIVACY PHOTOGRAPH VIEW ETC INTIMATE PARTS OF OTHER PERSON
315,Keniel,Legerton,2867 Larch Ave.,Two Dot,MT,59085,406-625-5913,0,1963-10-18,11.42069414977577,hopeful,DISCHARGE OF FIREARMS
